method,split,AUUC_version,AUUC,AUUC_thout,AUUC_emp
RAND,14,AUUC_cr_V1,980.6804518568865,562.5000000009159,950.9160430490651
RAND,14,AUUC_cr_V2,980.6804518569043,562.5000000008986,950.916043049041
RAND,14,AUUC_cr_V1V2(0.5),980.6804518568897,562.5000000009131,950.9160430490501
Oracle,14,AUUC_cr_V1,1266.6341068698105,893.7499999979577,1344.8080665348573
Oracle,14,AUUC_cr_V2,959.3205048949706,893.7499999979627,1194.7610532794502
Oracle,14,AUUC_cr_V1V2(0.5),1112.9773058823876,893.7499999979563,1269.7845599071625
NO0.1,14,AUUC_cr_V1,1267.4890149215971,891.2499999976902,1351.9636905586683
NO0.1,14,AUUC_cr_V2,998.636455999259,891.2499999976957,1251.2197179797186
NO0.1,14,AUUC_cr_V1V2(0.5),1133.0627354604246,891.2499999976889,1301.591704269202
NO0.5,14,AUUC_cr_V1,1212.0872408240948,871.2499999958351,1326.1405219442129
NO0.5,14,AUUC_cr_V2,790.3928121828487,871.2499999958418,1197.3502035523327
NO0.5,14,AUUC_cr_V1V2(0.5),1001.2400265034677,871.2499999958336,1261.7453627482807
NO1.0,14,AUUC_cr_V1,1228.1108336418993,846.2499999955731,1317.6753806527304
NO1.0,14,AUUC_cr_V2,778.5660836138252,846.2499999955799,1209.761391900818
NO1.0,14,AUUC_cr_V1V2(0.5),1003.3384586278569,846.2499999955718,1263.7183862767815
NO2.0,14,AUUC_cr_V1,1185.8704155111388,816.249999997229,1273.1718883008077
NO2.0,14,AUUC_cr_V2,658.0513939066859,816.2499999972337,1139.0953327697475
NO2.0,14,AUUC_cr_V1V2(0.5),921.9609047089062,816.2499999972263,1206.1336105352839
RAND,15,AUUC_cr_V1,776.5124767942889,562.5000000010346,950.9160430490651
RAND,15,AUUC_cr_V2,776.5124767943053,562.5000000010368,950.916043049041
RAND,15,AUUC_cr_V1V2(0.5),776.5124767942834,562.5000000010405,950.9160430490501
Oracle,15,AUUC_cr_V1,1174.8224804649644,893.749999998126,1344.8080665348573
Oracle,15,AUUC_cr_V2,1016.9591902138627,893.7499999981308,1194.7610532794502
Oracle,15,AUUC_cr_V1V2(0.5),1095.8908353394079,893.7499999981391,1269.7845599071625
NO0.1,15,AUUC_cr_V1,1174.8224804649644,893.749999998126,1344.8080665348573
NO0.1,15,AUUC_cr_V2,1016.9591902138627,893.7499999981308,1194.7610532794502
NO0.1,15,AUUC_cr_V1V2(0.5),1095.8908353394079,893.7499999981391,1269.7845599071625
NO0.5,15,AUUC_cr_V1,1201.9383233173662,886.2499999974111,1324.8308885500942
NO0.5,15,AUUC_cr_V2,782.762656647918,886.2499999974162,1040.248590885928
NO0.5,15,AUUC_cr_V1V2(0.5),992.3504899826363,886.2499999974242,1182.53973971802
NO1.0,15,AUUC_cr_V1,1122.6142225600415,853.749999999139,1254.2240125540911
NO1.0,15,AUUC_cr_V2,805.8755767524307,853.7499999991451,932.4842000481455
NO1.0,15,AUUC_cr_V1V2(0.5),964.2448996562304,853.7499999991524,1093.3541063011269
NO2.0,15,AUUC_cr_V1,1107.7769183125263,816.2499999957391,1215.1007679377462
NO2.0,15,AUUC_cr_V2,843.1543690543117,816.2499999957442,965.8007491908683
NO2.0,15,AUUC_cr_V1V2(0.5),975.4656436834132,816.2499999957508,1090.4507585643169
RAND,16,AUUC_cr_V1,734.0529379737404,562.5000000010314,950.9160430490651
RAND,16,AUUC_cr_V2,734.0529379737163,562.5000000010368,950.916043049041
RAND,16,AUUC_cr_V1V2(0.5),734.0529379737254,562.5000000010259,950.9160430490501
Oracle,16,AUUC_cr_V1,1048.802462586277,893.7499999981204,1344.8080665348573
Oracle,16,AUUC_cr_V2,1242.235595581261,893.7499999981246,1194.7610532794502
Oracle,16,AUUC_cr_V1V2(0.5),1145.5190290837645,893.7499999981126,1269.7845599071625
NO0.1,16,AUUC_cr_V1,1084.9028081597562,891.2499999978592,1351.9636905586683
NO0.1,16,AUUC_cr_V2,1442.8737498228754,891.2499999978635,1251.2197179797186
NO0.1,16,AUUC_cr_V1V2(0.5),1263.8882789913116,891.2499999978513,1301.591704269202
NO0.5,16,AUUC_cr_V1,1125.0049902022502,876.2499999985233,1342.529006060207
NO0.5,16,AUUC_cr_V2,1602.8533421898821,876.2499999985278,1256.4688673866738
NO0.5,16,AUUC_cr_V1V2(0.5),1363.929166196062,876.2499999985152,1299.4989367234477
NO1.0,16,AUUC_cr_V1,1122.5041976820216,861.2499999995923,1317.4794429603746
NO1.0,16,AUUC_cr_V2,1464.6525689631158,861.2499999995973,1143.099268693711
NO1.0,16,AUUC_cr_V1V2(0.5),1293.5783833225648,861.2499999995841,1230.2893558270498
